bin,Step Time,Average Travel Time
"(21600, 21900]",21750.5,55.69873333333333
"(21900, 22200]",22050.5,55.72153333333333
"(22200, 22500]",22350.5,55.71903333333333
"(22500, 22800]",22650.5,55.71326666666666
"(22800, 23100]",22950.5,55.724000000000004
"(23100, 23400]",23250.5,55.72326666666667
"(23400, 23700]",23550.5,55.730466666666665
"(23700, 24000]",23850.5,55.74616666666666
"(24000, 24300]",24150.5,55.751999999999995
"(24300, 24600]",24450.5,55.7734
"(24600, 24900]",24750.5,55.774
"(24900, 25200]",25050.5,55.76076666666666
"(25200, 25500]",25350.5,55.76026666666667
"(25500, 25800]",25650.5,55.714499999999994
"(25800, 26100]",25950.5,55.66943333333333
"(26100, 26400]",26250.5,55.6247
"(26400, 26700]",26550.5,55.57443333333334
"(26700, 27000]",26850.5,55.5219
"(27000, 27300]",27150.5,55.464933333333335
"(27300, 27600]",27450.5,55.4116
"(27600, 27900]",27750.5,55.374300000000005
"(27900, 28200]",28050.5,55.32993333333333
"(28200, 28500]",28350.5,55.292166666666674
"(28500, 28800]",28650.5,55.23949999999999
"(28800, 29100]",28950.5,55.21653333333333
"(29100, 29400]",29250.5,55.213100000000004
"(29400, 29700]",29550.5,55.217299999999994
"(29700, 30000]",29850.5,55.22769999999999
"(30000, 30300]",30150.5,55.22566666666667
"(30300, 30600]",30450.5,55.21543333333334
"(30600, 30900]",30750.5,55.21223333333334
"(30900, 31200]",31050.5,55.21646666666666
"(31200, 31500]",31350.5,55.2072
"(31500, 31800]",31650.5,55.20883333333334
"(31800, 32100]",31950.5,55.21110000000001
"(32100, 32400]",32250.5,55.2021
"(32400, 32700]",32550.5,55.1984
"(32700, 33000]",32850.5,55.19956666666666
"(33000, 33300]",33150.5,55.180699999999995
"(33300, 33600]",33450.5,55.17623333333333
"(33600, 33900]",33750.5,55.18103333333334
"(33900, 34200]",34050.5,55.18626666666667
"(34200, 34500]",34350.5,55.19356666666667
"(34500, 34800]",34650.5,55.1842
"(34800, 35100]",34950.5,55.17526666666667
"(35100, 35400]",35250.5,55.179566666666666
"(35400, 35700]",35550.5,55.18613333333333
"(35700, 36000]",35850.5,55.19076666666667
"(36000, 36300]",36150.5,55.190200000000004
"(36300, 36600]",36450.5,55.2038
"(36600, 36900]",36750.5,55.20356666666667
"(36900, 37200]",37050.5,55.2075
"(37200, 37500]",37350.5,55.20263333333334
"(37500, 37800]",37650.5,55.2019
"(37800, 38100]",37950.5,55.214166666666664
"(38100, 38400]",38250.5,55.232033333333334
"(38400, 38700]",38550.5,55.2321
"(38700, 39000]",38850.5,55.22183333333333
"(39000, 39300]",39150.5,55.21806666666666
"(39300, 39600]",39450.5,55.21360000000001
"(39600, 39900]",39750.5,55.20360000000001
"(39900, 40200]",40050.5,55.1975
"(40200, 40500]",40350.5,55.194433333333336
"(40500, 40800]",40650.5,55.19816666666667
"(40800, 41100]",40950.5,55.18966666666666
"(41100, 41400]",41250.5,55.19583333333333
"(41400, 41700]",41550.5,55.1954
"(41700, 42000]",41850.5,55.190999999999995
"(42000, 42300]",42150.5,55.191399999999994
"(42300, 42600]",42450.5,55.1921
"(42600, 42900]",42750.5,55.194300000000005
"(42900, 43200]",43050.5,55.193866666666665
"(43200, 43500]",43350.5,55.1894
"(43500, 43800]",43650.5,55.17853333333334
"(43800, 44100]",43950.5,55.16686666666667
"(44100, 44400]",44250.5,55.15506666666667
"(44400, 44700]",44550.5,55.15273333333333
"(44700, 45000]",44850.5,55.154300000000006
"(45000, 45300]",45150.5,55.14343333333333
"(45300, 45600]",45450.5,55.134499999999996
"(45600, 45900]",45750.5,55.12686666666667
"(45900, 46200]",46050.5,55.12109999999999
"(46200, 46500]",46350.5,55.11783333333333
"(46500, 46800]",46650.5,55.11076666666666
"(46800, 47100]",46950.5,55.10393333333334
"(47100, 47400]",47250.5,55.09856666666666
"(47400, 47700]",47550.5,55.0878
"(47700, 48000]",47850.5,55.073499999999996
"(48000, 48300]",48150.5,55.05973333333334
"(48300, 48600]",48450.5,55.0443
"(48600, 48900]",48750.5,55.031200000000005
"(48900, 49200]",49050.5,55.028066666666675
"(49200, 49500]",49350.5,55.0119
"(49500, 49800]",49650.5,55.004900000000006
"(49800, 50100]",49950.5,54.990433333333335
"(50100, 50400]",50250.5,54.97976666666667
"(50400, 50700]",50550.5,54.97033333333333
"(50700, 51000]",50850.5,54.95493333333333
"(51000, 51300]",51150.5,54.92926666666666
"(51300, 51600]",51450.5,54.9106
"(51600, 51900]",51750.5,54.891733333333335
"(51900, 52200]",52050.5,54.87096666666667
"(52200, 52500]",52350.5,54.845099999999995
"(52500, 52800]",52650.5,54.818400000000004
"(52800, 53100]",52950.5,54.78876666666667
"(53100, 53400]",53250.5,54.77036666666667
"(53400, 53700]",53550.5,54.747833333333325
"(53700, 54000]",53850.5,54.72206666666666
