bin,Step Time,Average Travel Time
"(21300, 21600]",21450.5,58.280366666666666
"(21600, 21900]",21750.5,58.292433333333335
"(21900, 22200]",22050.5,58.290699999999994
"(22200, 22500]",22350.5,58.271033333333335
"(22500, 22800]",22650.5,58.258633333333336
"(22800, 23100]",22950.5,58.2514
"(23100, 23400]",23250.5,58.24353333333334
"(23400, 23700]",23550.5,58.2443
"(23700, 24000]",23850.5,58.22403333333333
"(24000, 24300]",24150.5,58.19376666666667
"(24300, 24600]",24450.5,58.17883333333334
"(24600, 24900]",24750.5,58.16533333333333
"(24900, 25200]",25050.5,58.15919999999999
"(25200, 25500]",25350.5,58.15136666666667
"(25500, 25800]",25650.5,58.09363333333334
"(25800, 26100]",25950.5,58.0247
"(26100, 26400]",26250.5,57.95816666666667
"(26400, 26700]",26550.5,57.9128
"(26700, 27000]",26850.5,57.862700000000004
"(27000, 27300]",27150.5,57.803666666666665
"(27300, 27600]",27450.5,57.758366666666674
"(27600, 27900]",27750.5,57.7279
"(27900, 28200]",28050.5,57.7096
"(28200, 28500]",28350.5,57.66356666666667
"(28500, 28800]",28650.5,57.6216
"(28800, 29100]",28950.5,57.60706666666666
"(29100, 29400]",29250.5,57.611066666666666
"(29400, 29700]",29550.5,57.5962
"(29700, 30000]",29850.5,57.575399999999995
"(30000, 30300]",30150.5,57.56013333333333
"(30300, 30600]",30450.5,57.5412
"(30600, 30900]",30750.5,57.515233333333335
"(30900, 31200]",31050.5,57.505433333333336
"(31200, 31500]",31350.5,57.494099999999996
"(31500, 31800]",31650.5,57.48800000000001
"(31800, 32100]",31950.5,57.4713
"(32100, 32400]",32250.5,57.449966666666676
"(32400, 32700]",32550.5,57.442933333333336
"(32700, 33000]",32850.5,57.4516
"(33000, 33300]",33150.5,57.442400000000006
"(33300, 33600]",33450.5,57.43586666666666
"(33600, 33900]",33750.5,57.43223333333333
"(33900, 34200]",34050.5,57.426100000000005
"(34200, 34500]",34350.5,57.41496666666666
"(34500, 34800]",34650.5,57.41753333333333
"(34800, 35100]",34950.5,57.42126666666667
"(35100, 35400]",35250.5,57.41313333333333
"(35400, 35700]",35550.5,57.40366666666666
"(35700, 36000]",35850.5,57.39286666666667
"(36000, 36300]",36150.5,57.397866666666665
"(36300, 36600]",36450.5,57.4025
"(36600, 36900]",36750.5,57.39283333333333
"(36900, 37200]",37050.5,57.3853
"(37200, 37500]",37350.5,57.376733333333334
"(37500, 37800]",37650.5,57.372899999999994
"(37800, 38100]",37950.5,57.37033333333333
"(38100, 38400]",38250.5,57.35080000000001
"(38400, 38700]",38550.5,57.34510000000001
"(38700, 39000]",38850.5,57.34186666666667
"(39000, 39300]",39150.5,57.3307
"(39300, 39600]",39450.5,57.320800000000006
"(39600, 39900]",39750.5,57.318000000000005
"(39900, 40200]",40050.5,57.32936666666667
"(40200, 40500]",40350.5,57.32513333333333
"(40500, 40800]",40650.5,57.323499999999996
"(40800, 41100]",40950.5,57.31963333333333
"(41100, 41400]",41250.5,57.306599999999996
"(41400, 41700]",41550.5,57.30676666666666
"(41700, 42000]",41850.5,57.3017
"(42000, 42300]",42150.5,57.30126666666667
"(42300, 42600]",42450.5,57.2951
"(42600, 42900]",42750.5,57.28846666666667
"(42900, 43200]",43050.5,57.28353333333334
"(43200, 43500]",43350.5,57.285466666666665
"(43500, 43800]",43650.5,57.27673333333333
"(43800, 44100]",43950.5,57.2719
"(44100, 44400]",44250.5,57.271433333333334
"(44400, 44700]",44550.5,57.27063333333334
"(44700, 45000]",44850.5,57.258199999999995
"(45000, 45300]",45150.5,57.2471
"(45300, 45600]",45450.5,57.2468
"(45600, 45900]",45750.5,57.24673333333333
"(45900, 46200]",46050.5,57.24126666666667
"(46200, 46500]",46350.5,57.24293333333333
"(46500, 46800]",46650.5,57.23256666666667
"(46800, 47100]",46950.5,57.222899999999996
"(47100, 47400]",47250.5,57.20473333333334
"(47400, 47700]",47550.5,57.19033333333333
"(47700, 48000]",47850.5,57.170833333333334
"(48000, 48300]",48150.5,57.1547
"(48300, 48600]",48450.5,57.128033333333335
"(48600, 48900]",48750.5,57.11273333333333
"(48900, 49200]",49050.5,57.09663333333334
"(49200, 49500]",49350.5,57.077400000000004
"(49500, 49800]",49650.5,57.059133333333335
"(49800, 50100]",49950.5,57.04413333333333
"(50100, 50400]",50250.5,57.0285
"(50400, 50700]",50550.5,57.01893333333334
"(50700, 51000]",50850.5,56.99483333333333
"(51000, 51300]",51150.5,56.978633333333335
"(51300, 51600]",51450.5,56.95740000000001
"(51600, 51900]",51750.5,56.92786666666667
"(51900, 52200]",52050.5,56.89606666666666
"(52200, 52500]",52350.5,56.86286666666667
"(52500, 52800]",52650.5,56.83826666666666
"(52800, 53100]",52950.5,56.8185
"(53100, 53400]",53250.5,56.79513333333334
"(53400, 53700]",53550.5,56.7776
"(53700, 54000]",53850.5,56.75546666666666
"(54000, 54300]",54150.5,56.7406
